text,type
"Disease: {'disease_id': 'dis_00105', 'disease_name': 'Acromegaly', 'description': nan, 'causes': 'Acromegaly is caused by prolonged overproduction of GH by the pituitary gland. The pituitary produces several important hormones that control body functions such as growth and development, reproduction, and metabolism. But hormones never seem to act simply and directly. They usually ""cascade"" or flow in a series, affecting each other\'s production or release into the bloodstream. GH is part of a cascade of hormones that, as the name implies, regulates the physical growth of the body. This cascade begins in a part of the brain called the hypothalamus. The hypothalamus makes hormones that regulate the pituitary. One of the hormones in the GH series, or ""axis,"" is growth hormone-releasing hormone (GHRH), which stimulates the pituitary gland to produce GH. Secretion of GH by the pituitary into the bloodstream stimulates the liver to produce another hormone called insulin-like growth factor I (IGF-I). IGF-I is what actually causes tissue growth in the body. High levels of IGF-I, in turn, signal the pituitary to reduce GH production. The hypothalamus makes another hormone called somatostatin, which inhibits GH production and release. Normally, GHRH, somatostatin, GH, and IGF-I levels in the body are tightly regulated by each other and by sleep, exercise, stress, food intake, and blood sugar levels. If the pituitary continues to make GH independent of the normal regulatory mechanisms, the level of IGF-I continues to rise, leading to bone overgrowth and organ enlargement. High levels of IGF-I also cause changes in glucose (sugar) and lipid (fat) metabolism and can lead to diabetes, high blood pressure, and heart disease. Pituitary Tumors In more than 95 percent of people with acromegaly, a benign tumor of the pituitary gland, called an adenoma, produces excess GH. Pituitary tumors are labeled either micro- or macro-adenomas, depending on their size. Most GH-secreting tumors are macro-adenomas, meaning they are larger than 1 centimeter. Depending on their location, these larger tumors may compress surrounding brain structures. For example, a tumor growing upward may affect the optic chiasm-where the optic nerves crossleading to visual problems and vision loss. If the tumor grows to the side, it may enter an area of the brain called the cavernous sinus where there are many nerves, potentially damaging them. Compression of the surrounding normal pituitary tissue can alter production of other hormones. These hormonal shifts can lead to changes in menstruation and breast discharge in women and erectile dysfunction in men. If the tumor affects the part of the pituitary that controls the thyroidanother hormone-producing glandthen thyroid hormones may decrease. Too little thyroid hormone can cause weight gain, fatigue, and hair and skin changes. If the tumor affects the part of the pituitary that controls the adrenal gland, the hormone cortisol may decrease. Too little cortisol can cause weight loss, dizziness, fatigue, low blood pressure, and nausea. Some GH-secreting tumors may also secrete too much of other pituitary hormones. For example, they may produce prolactin, the hormone that stimulates the mammary glands to produce milk. Rarely, adenomas may produce thyroid-stimulating hormone. Doctors should assess all pituitary hormones in people with acromegaly. Rates of GH production and the aggressiveness of the tumor vary greatly among people with adenomas. Some adenomas grow slowly and symptoms of GH excess are often not noticed for many years. Other adenomas grow more rapidly and invade surrounding brain areas or the venous sinuses, which are located near the pituitary gland. Younger patients tend to have more aggressive tumors. Regardless of size, these tumors are always benign. Most pituitary tumors develop spontaneously and are not genetically inherited. They are the result of a genetic alteration in a single pituitary cell, which leads to increased cell division and tumor formation. This genetic change, or mutation, is not present at birth, but happens later in life. The mutation occurs in a gene that regulates the transmission of chemical signals within pituitary cells. It permanently switches on the signal that tells the cell to divide and secrete GH. The events within the cell that cause disordered pituitary cell growth and GH oversecretion currently are the subject of intensive research. Nonpituitary Tumors Rarely, acromegaly is caused not by pituitary tumors but by tumors of the pancreas, lungs, and other parts of the brain. These tumors also lead to excess GH, either because they produce GH themselves or, more frequently, because they produce GHRH, the hormone that stimulates the pituitary to make GH. When these non-pituitary tumors are surgically removed, GH levels fall and the symptoms of acromegaly improve. In patients with GHRH-producing, non-pituitary tumors, the pituitary still may be enlarged and may be mistaken for a tumor. Physicians should carefully analyze all ""pituitary tumors"" removed from patients with acromegaly so they do not overlook the rare possibility that a tumor elsewhere in the body is causing the disorder.', 'severity_level': 'low', 'urgency_level': 'low', 'source_count': 3}",disease
"Disease: {'disease_id': 'dis_00106', 'disease_name': 'Acromesomelic Dysplasia', 'description': nan, 'causes': nan, 'severity_level': 'low', 'urgency_level': 'low', 'source_count': 1}",disease
"Disease: {'disease_id': 'dis_00107', 'disease_name': 'Acromesomelic Dysplasia Hunter Thompson Type', 'description': nan, 'causes': nan, 'severity_level': 'low', 'urgency_level': 'low', 'source_count': 1}",disease
"Disease: {'disease_id': 'dis_00108', 'disease_name': 'Acromesomelic Dysplasia Maroteaux Type', 'description': nan, 'causes': nan, 'severity_level': 'low', 'urgency_level': 'low', 'source_count': 1}",disease
"Disease: {'disease_id': 'dis_00109', 'disease_name': 'Acromicric Dysplasia', 'description': nan, 'causes': nan, 'severity_level': 'low', 'urgency_level': 'low', 'source_count': 1}",disease
"Disease: {'disease_id': 'dis_00110', 'disease_name': 'Acroosteolysis Dominant Type', 'description': nan, 'causes': nan, 'severity_level': 'low', 'urgency_level': 'low', 'source_count': 1}",disease
"Disease: {'disease_id': 'dis_00111', 'disease_name': 'Acrorenal Mandibular Syndrome', 'description': nan, 'causes': nan, 'severity_level': 'low', 'urgency_level': 'low', 'source_count': 1}",disease
"Disease: {'disease_id': 'dis_00112', 'disease_name': 'Acth Independent Macronodular Adrenal Hyperplasia', 'description': nan, 'causes': nan, 'severity_level': 'low', 'urgency_level': 'low', 'source_count': 1}",disease
"Disease: {'disease_id': 'dis_00113', 'disease_name': 'Actin Accumulation Myopathy', 'description': nan, 'causes': nan, 'severity_level': 'low', 'urgency_level': 'low', 'source_count': 1}",disease
"Disease: {'disease_id': 'dis_00114', 'disease_name': 'Actinic Keratosis', 'description': 'Actinic keratosis is a rough, scaly patch on the skin caused by prolonged sun exposure, and is considered a precancerous condition that can develop into squamous cell carcinoma.', 'causes': nan, 'severity_level': 'low', 'urgency_level': 'low', 'source_count': 6}",disease
"Disease: {'disease_id': 'dis_00115', 'disease_name': 'Activated Pi3k Delta Syndrome', 'description': nan, 'causes': nan, 'severity_level': 'low', 'urgency_level': 'low', 'source_count': 1}",disease
"Disease: {'disease_id': 'dis_00116', 'disease_name': 'Acute Alcohol Sensitivity', 'description': nan, 'causes': nan, 'severity_level': 'low', 'urgency_level': 'low', 'source_count': 1}",disease
"Disease: {'disease_id': 'dis_00117', 'disease_name': 'Acute Bronchiolitis', 'description': 'Acute bronchiolitis is a common lower respiratory tract infection in infants, usually caused by RSV, leading to wheezing, coughing, and difficulty breathing.', 'causes': nan, 'severity_level': 'high', 'urgency_level': 'high', 'source_count': 6}",disease
"Disease: {'disease_id': 'dis_00118', 'disease_name': 'Acute Bronchitis', 'description': 'Acute bronchitis is inflammation of the bronchial tubes in the lungs, typically caused by a viral infection, resulting in cough, mucus production, chest discomfort, and low-grade fever.', 'causes': nan, 'severity_level': 'high', 'urgency_level': 'high', 'source_count': 6}",disease
"Disease: {'disease_id': 'dis_00119', 'disease_name': 'Acute Bronchospasm', 'description': 'Acute bronchospasm is a sudden constriction of the muscles in the walls of the bronchioles, often triggered by asthma or allergens, causing wheezing and difficulty breathing.', 'causes': nan, 'severity_level': 'high', 'urgency_level': 'high', 'source_count': 6}",disease
"Disease: {'disease_id': 'dis_00120', 'disease_name': 'Acute Disseminated Encephalomyelitis', 'description': nan, 'causes': nan, 'severity_level': 'low', 'urgency_level': 'low', 'source_count': 1}",disease
"Disease: {'disease_id': 'dis_00121', 'disease_name': 'Acute Fatty Liver Of Pregnancy Aflp', 'description': nan, 'causes': nan, 'severity_level': 'low', 'urgency_level': 'low', 'source_count': 1}",disease
"Disease: {'disease_id': 'dis_00122', 'disease_name': 'Acute Febrile Neutrophilic Dermatosis', 'description': nan, 'causes': ""What causes acute febrile neutrophilic dermatosis? In many cases, the cause of acute febrile neutrophilic dermatosis is unknown (idiopathic). But sometimes, it can be a sign of an immune system response to one of the following: An upper respiratory tract infection, such as a chest infection or strep throat Blood disorders, especially acute myelogenous leukemia, a cancer of the blood and bone marrow Inflammatory bowel disease, such as ulcerative colitis or Crohn's disease Bowel or breast cancer Pregnancy Rheumatoid arthritis An injury at the site where the rash appears, such as an insect bite or needle prick Certain medications, including nonsteroidal anti-inflammatory drugs (NSAIDs)"", 'severity_level': 'low', 'urgency_level': 'low', 'source_count': 3}",disease
"Disease: {'disease_id': 'dis_00123', 'disease_name': 'Acute Glaucoma', 'description': nan, 'causes': nan, 'severity_level': 'low', 'urgency_level': 'low', 'source_count': 1}",disease
"Disease: {'disease_id': 'dis_00124', 'disease_name': 'Acute Intermittent Porphyria', 'description': nan, 'causes': 'What causes acute intermittent porphyria (AIP)? AIP is caused by the deficiency of an enzyme called porphobilinogen deaminase (PBGD), also known as hydroxymethylbilane synthase (HMBS) and formerly known as uroporphyrinogen I-synthase. The deficiency of PBGD is caused by a mutation in the HMBS gene. The HMBS gene is the only gene known to be associated with AIP. However, the deficiency of PBGD alone is not enough to cause AIP. Other activating factors (e.g., hormones, drugs, dietary changes) must also be present.', 'severity_level': 'low', 'urgency_level': 'low', 'source_count': 3}",disease
"Disease: {'disease_id': 'dis_00125', 'disease_name': 'Acute Kidney Injury', 'description': 'Acute kidney injury (AKI) is a sudden loss of kidney function due to illness, injury, or toxins, leading to buildup of waste products in the blood.', 'causes': nan, 'severity_level': 'high', 'urgency_level': 'high', 'source_count': 6}",disease
"Disease: {'disease_id': 'dis_00126', 'disease_name': 'Acute Otitis Media', 'description': nan, 'causes': nan, 'severity_level': 'high', 'urgency_level': 'high', 'source_count': 1}",disease
"Disease: {'disease_id': 'dis_00127', 'disease_name': 'Acute Pancreatitis', 'description': 'Acute pancreatitis is a sudden inflammation of the pancreas that causes severe abdominal pain, nausea, vomiting, and elevated pancreatic enzymes, often due to gallstones or alcohol use.', 'causes': nan, 'severity_level': 'high', 'urgency_level': 'high', 'source_count': 6}",disease
"Disease: {'disease_id': 'dis_00128', 'disease_name': 'Acute Promyelocytic Leukemia', 'description': nan, 'causes': nan, 'severity_level': 'low', 'urgency_level': 'low', 'source_count': 1}",disease
"Disease: {'disease_id': 'dis_00129', 'disease_name': 'Acute Respiratory Distress Syndrome', 'description': nan, 'causes': nan, 'severity_level': 'low', 'urgency_level': 'low', 'source_count': 1}",disease
"Disease: {'disease_id': 'dis_00130', 'disease_name': 'Acute Respiratory Distress Syndrome Ards', 'description': nan, 'causes': nan, 'severity_level': 'high', 'urgency_level': 'high', 'source_count': 1}",disease
"Disease: {'disease_id': 'dis_00131', 'disease_name': 'Acute Sinusitis', 'description': 'Acute sinusitis is a temporary inflammation or infection of the sinuses, usually following a cold, causing nasal congestion, facial pain, pressure, and headache.', 'causes': nan, 'severity_level': 'high', 'urgency_level': 'high', 'source_count': 6}",disease
"Disease: {'disease_id': 'dis_00132', 'disease_name': 'Acute Stress Reaction', 'description': nan, 'causes': nan, 'severity_level': 'medium', 'urgency_level': 'medium', 'source_count': 1}",disease
"Disease: {'disease_id': 'dis_00133', 'disease_name': 'Adams Oliver Syndrome', 'description': nan, 'causes': nan, 'severity_level': 'low', 'urgency_level': 'low', 'source_count': 1}",disease
"Disease: {'disease_id': 'dis_00134', 'disease_name': 'Adcy5 Related Dyskinesia', 'description': nan, 'causes': nan, 'severity_level': 'low', 'urgency_level': 'low', 'source_count': 2}",disease
"Disease: {'disease_id': 'dis_00135', 'disease_name': 'Adenine Phosphoribosyltransferase Deficiency', 'description': nan, 'causes': nan, 'severity_level': 'low', 'urgency_level': 'low', 'source_count': 1}",disease
"Disease: {'disease_id': 'dis_00136', 'disease_name': 'Adenoameloblastoma', 'description': nan, 'causes': 'What causes adenoameloblastoma? Currently the cause of adenoameloblastoma is not well understood. It may be associated with an interruption in tooth development. These legions tend to occur more commonly in young people (around 20 year-old), and most often in young women. Adenoameloblastomas in the front upper jaw are often associated with an impacted tooth.', 'severity_level': 'low', 'urgency_level': 'low', 'source_count': 2}",disease
"Disease: {'disease_id': 'dis_00137', 'disease_name': 'Adenocarcinoma Of The Appendix', 'description': nan, 'causes': nan, 'severity_level': 'low', 'urgency_level': 'low', 'source_count': 1}",disease
"Disease: {'disease_id': 'dis_00138', 'disease_name': 'Adenoid Cystic Carcinoma', 'description': nan, 'causes': 'What causes adenoid cystic carcinoma? The underlying cause of adenoid cystic carcinoma (ACC) is not yet known, and no strong genetic or environmental risk factors specific to ACC have been identified. Researchers believe that a combination of various genetic and environmental factors probably interact to ultimately cause a person to develop specific types of cancers. There is ongoing research to learn more about the many factors that contribute to the development of cancer. Cancer is at least partly due to acquired (not inherited) damage or changes to the DNA in certain cells. For example, various studies have shown that chromosomal abnormalities and genetic deletions are present in samples of ACC. However, these genetic abnormalities are present only in the cancer cells, not in the cells with the genetic material that is passed on to offspring (the egg and sperm cells).', 'severity_level': 'low', 'urgency_level': 'low', 'source_count': 1}",disease
